,pv_measurement
2023-05-01 00:00:00,0.0
2023-05-01 01:00:00,0.0
2023-05-01 02:00:00,0.0
2023-05-01 03:00:00,1.1544973780612082
2023-05-01 04:00:00,23.53271070255053
2023-05-01 05:00:00,74.60625
2023-05-01 06:00:00,157.8147059508183
2023-05-01 07:00:00,276.55163119406643
2023-05-01 08:00:00,390.1734375
2023-05-01 09:00:00,496.15312499999993
2023-05-01 10:00:00,502.08281249999993
2023-05-01 11:00:00,549.8051250740341
2023-05-01 12:00:00,588.1171875
2023-05-01 13:00:00,422.30156250000005
2023-05-01 14:00:00,281.5946377529083
2023-05-01 15:00:00,180.10113726852535
2023-05-01 16:00:00,142.58713397684735
2023-05-01 17:00:00,85.60474917098118
2023-05-01 18:00:00,51.2109375
2023-05-01 19:00:00,16.171875
2023-05-01 20:00:00,0.0
2023-05-01 21:00:00,0.0
2023-05-01 22:00:00,0.0
2023-05-01 23:00:00,0.0
2023-05-02 00:00:00,0.0
2023-05-02 01:00:00,0.0
2023-05-02 02:00:00,0.0
2023-05-02 03:00:00,3.3421874999999943
2023-05-02 04:00:00,21.993750000000006
2023-05-02 05:00:00,94.875
2023-05-02 06:00:00,199.7765625
2023-05-02 07:00:00,317.7234375
2023-05-02 08:00:00,442.24687500000005
2023-05-02 09:00:00,603.3187499999999
2023-05-02 10:00:00,553.725
2023-05-02 11:00:00,488.60624999999993
2023-05-02 12:00:00,454.10624999999993
2023-05-02 13:00:00,351.14531250000005
2023-05-02 14:00:00,260.475
2023-05-02 15:00:00,199.021875
2023-05-02 16:00:00,106.734375
2023-05-02 17:00:00,57.140625
2023-05-02 18:00:00,20.915625000000006
2023-05-02 19:00:00,1.5093750000000057
2023-05-02 20:00:00,0.0
2023-05-02 21:00:00,0.0
2023-05-02 22:00:00,0.0
2023-05-02 23:00:00,0.0
2023-05-03 00:00:00,0.0
2023-05-03 01:00:00,0.0
2023-05-03 02:00:00,0.0
2023-05-03 03:00:00,6.037499999999994
2023-05-03 04:00:00,46.4671875
2023-05-03 05:00:00,120.42656250000002
2023-05-03 06:00:00,192.55088525256562
2023-05-03 07:00:00,247.5375
2023-05-03 08:00:00,235.13906250000002
2023-05-03 09:00:00,251.9578125
2023-05-03 10:00:00,364.9453125
2023-05-03 11:00:00,461.00624999999997
2023-05-03 12:00:00,422.625
2023-05-03 13:00:00,358.9078125
2023-05-03 14:00:00,341.11875000000003
2023-05-03 15:00:00,272.0109375
2023-05-03 16:00:00,154.60088525256563
2023-05-03 17:00:00,99.1875
2023-05-03 18:00:00,55.305572752565645
2023-05-03 19:00:00,20.592187499999994
2023-05-03 20:00:00,2.5875000000000057
2023-05-03 21:00:00,0.0
2023-05-03 22:00:00,0.0
2023-05-03 23:00:00,0.0
2023-05-04 00:00:00,0.0
2023-05-04 01:00:00,0.0
2023-05-04 02:00:00,5.174999999999997
2023-05-04 03:00:00,27.707812500000003
2023-05-04 04:00:00,49.26807275256564
2023-05-04 05:00:00,116.22187500000001
2023-05-04 06:00:00,200.74463525256562
2023-05-04 07:00:00,297.2390625
2023-05-04 08:00:00,474.2671875
2023-05-04 09:00:00,482.78437499999995
2023-05-04 10:00:00,580.5703125
2023-05-04 11:00:00,584.6671875000001
2023-05-04 12:00:00,571.190625
2023-05-04 13:00:00,561.05625
2023-05-04 14:00:00,427.69218749999993
2023-05-04 15:00:00,363.54375000000005
2023-05-04 16:00:00,223.7109375
2023-05-04 17:00:00,166.0664409175219
2023-05-04 18:00:00,93.4734375
2023-05-04 19:00:00,45.06338525256563
2023-05-04 20:00:00,24.473437500000003
2023-05-04 21:00:00,0.6468749999999943
2023-05-04 22:00:00,0.0
2023-05-04 23:00:00,0.0
2023-05-05 00:00:00,0.0
2023-05-05 01:00:00,0.0
2023-05-05 02:00:00,7.439062500000006
2023-05-05 03:00:00,29.109375
2023-05-05 04:00:00,43.230572752565635
2023-05-05 05:00:00,72.37737841752187
2023-05-05 06:00:00,124.09218750000001
2023-05-05 07:00:00,194.27588525256564
2023-05-05 08:00:00,276.215625
2023-05-05 09:00:00,405.590625
2023-05-05 10:00:00,518.9015625
2023-05-05 11:00:00,536.90625
2023-05-05 12:00:00,409.90312499999993
2023-05-05 13:00:00,352.33124999999995
2023-05-05 14:00:00,332.8171875
2023-05-05 15:00:00,283.22343750000005
2023-05-05 16:00:00,221.76807275256562
2023-05-05 17:00:00,147.4875
2023-05-05 18:00:00,73.8515625
2023-05-05 19:00:00,44.09307275256564
2023-05-05 20:00:00,12.614062500000003
2023-05-05 21:00:00,2.5875000000000057
2023-05-05 22:00:00,0.0
2023-05-05 23:00:00,0.0
2023-05-06 00:00:00,0.0
2023-05-06 01:00:00,36.33057275256564
2023-05-06 02:00:00,36.33057275256564
2023-05-06 03:00:00,40.64307275256564
2023-05-06 04:00:00,66.23206591752188
2023-05-06 05:00:00,79.60081591752189
2023-05-06 06:00:00,110.7234375
2023-05-06 07:00:00,141.44776025256562
2023-05-06 08:00:00,174.3328125
2023-05-06 09:00:00,189.53437499999998
2023-05-06 10:00:00,190.71807275256563
2023-05-06 11:00:00,188.34619775256562
2023-05-06 12:00:00,206.24307275256564
2023-05-06 13:00:00,275.78437499999995
2023-05-06 14:00:00,207.646875
2023-05-06 15:00:00,196.86562499999997
2023-05-06 16:00:00,154.81651025256562
2023-05-06 17:00:00,129.94925341752187
2023-05-06 18:00:00,98.75625
2023-05-06 19:00:00,79.70862841752188
2023-05-06 20:00:00,46.14151025256564
2023-05-06 21:00:00,36.65401025256564
2023-05-06 22:00:00,0.0
2023-05-06 23:00:00,0.0
2023-05-07 00:00:00,0.0
2023-05-07 01:00:00,0.0
2023-05-07 02:00:00,0.0
2023-05-07 03:00:00,5.714062499999997
2023-05-07 04:00:00,37.51875
2023-05-07 05:00:00,62.744635252565644
2023-05-07 06:00:00,139.078125
2023-05-07 07:00:00,184.46494775256565
2023-05-07 08:00:00,184.14151025256564
2023-05-07 09:00:00,270.2859375
2023-05-07 10:00:00,273.19687500000003
2023-05-07 11:00:00,323.86875
2023-05-07 12:00:00,337.021875
2023-05-07 13:00:00,405.159375
2023-05-07 14:00:00,372.9234375
2023-05-07 15:00:00,224.46562500000002
2023-05-07 16:00:00,202.040625
2023-05-07 17:00:00,170.16331591752186
2023-05-07 18:00:00,78.84612841752188
2023-05-07 19:00:00,42.69151025256564
2023-05-07 20:00:00,15.525000000000006
2023-05-07 21:00:00,0.9703125000000057
2023-05-07 22:00:00,0.0
2023-05-07 23:00:00,0.0
2023-05-08 00:00:00,0.0
2023-05-08 01:00:00,0.0
2023-05-08 02:00:00,0.0
2023-05-08 03:00:00,15.6328125
2023-05-08 04:00:00,51.965624999999996
2023-05-08 05:00:00,144.0375
2023-05-08 06:00:00,194.06026025256563
2023-05-08 07:00:00,296.3765625
2023-05-08 08:00:00,411.4102602525656
