date_forecast,predicted
2023-05-01 00:00:00,-0.4191277027130127
2023-05-01 00:15:00,-4.003236770629883
2023-05-01 00:30:00,-4.001698970794678
2023-05-01 00:45:00,-4.033753871917725
2023-05-01 01:00:00,-8.549175262451172
2023-05-01 01:15:00,2.092602252960205
2023-05-01 01:30:00,0.7614330649375916
2023-05-01 01:45:00,0.6295375227928162
2023-05-01 02:00:00,3.692518949508667
2023-05-01 02:15:00,3.83721375465393
2023-05-01 02:30:00,4.404464721679688
2023-05-01 02:45:00,5.089559078216553
2023-05-01 03:00:00,10.518991470336914
2023-05-01 03:15:00,13.797648429870604
2023-05-01 03:30:00,28.204111099243164
2023-05-01 03:45:00,22.66535377502441
2023-05-01 04:00:00,55.90030288696289
2023-05-01 04:15:00,77.99620819091797
2023-05-01 04:30:00,103.88943481445312
2023-05-01 04:45:00,119.28526306152344
2023-05-01 05:00:00,144.61463928222656
2023-05-01 05:15:00,177.203857421875
2023-05-01 05:30:00,136.54708862304688
2023-05-01 05:45:00,239.59033203125
2023-05-01 06:00:00,304.8550720214844
2023-05-01 06:15:00,426.8925476074219
2023-05-01 06:30:00,447.5208740234375
2023-05-01 06:45:00,470.4234924316406
2023-05-01 07:00:00,530.6355590820312
2023-05-01 07:15:00,468.775390625
2023-05-01 07:30:00,545.741943359375
2023-05-01 07:45:00,450.702880859375
2023-05-01 08:00:00,557.934326171875
2023-05-01 08:15:00,475.6456604003906
2023-05-01 08:30:00,402.8924255371094
2023-05-01 08:45:00,468.5196228027344
2023-05-01 09:00:00,532.1365966796875
2023-05-01 09:15:00,490.5138244628906
2023-05-01 09:30:00,496.8286743164063
2023-05-01 09:45:00,482.6172790527344
2023-05-01 10:00:00,481.2374572753906
2023-05-01 10:15:00,471.9985046386719
2023-05-01 10:30:00,473.2251892089844
2023-05-01 10:45:00,507.31732177734375
2023-05-01 11:00:00,494.4869384765625
2023-05-01 11:15:00,504.9628601074219
2023-05-01 11:30:00,442.2795715332031
2023-05-01 11:45:00,472.1070861816406
2023-05-01 12:00:00,482.0732116699219
2023-05-01 12:15:00,514.4762573242188
2023-05-01 12:30:00,542.87841796875
2023-05-01 12:45:00,462.1693420410156
2023-05-01 13:00:00,434.5757141113281
2023-05-01 13:15:00,471.0555114746094
2023-05-01 13:30:00,431.65228271484375
2023-05-01 13:45:00,325.2254333496094
2023-05-01 14:00:00,266.7206115722656
2023-05-01 14:15:00,323.3544616699219
2023-05-01 14:30:00,293.0139465332031
2023-05-01 14:45:00,258.0884704589844
2023-05-01 15:00:00,258.0522766113281
2023-05-01 15:15:00,282.3388671875
2023-05-01 15:30:00,229.38525390625
2023-05-01 15:45:00,259.31707763671875
2023-05-01 16:00:00,252.8562469482422
2023-05-01 16:15:00,200.58981323242188
2023-05-01 16:30:00,175.00279235839844
2023-05-01 16:45:00,101.36516571044922
2023-05-01 17:00:00,130.38690185546875
2023-05-01 17:15:00,72.87493133544922
2023-05-01 17:30:00,28.693735122680664
2023-05-01 17:45:00,28.683544158935547
2023-05-01 18:00:00,16.09071159362793
2023-05-01 18:15:00,56.85186767578125
2023-05-01 18:30:00,13.835087776184082
2023-05-01 18:45:00,1.333103895187378
2023-05-01 19:00:00,3.097453355789185
2023-05-01 19:15:00,6.071105003356934
2023-05-01 19:30:00,6.484280109405518
2023-05-01 19:45:00,7.41320276260376
2023-05-01 20:00:00,-0.1465384364128112
2023-05-01 20:15:00,-1.3151336908340454
2023-05-01 20:30:00,-0.4527197182178497
2023-05-01 20:45:00,1.134719967842102
2023-05-01 21:00:00,2.0933756828308105
2023-05-01 21:15:00,4.982807636260986
2023-05-01 21:30:00,0.2634655833244324
2023-05-01 21:45:00,0.9157449007034302
2023-05-01 22:00:00,1.3550478219985962
