,date_forecast,predicted
0,2023-05-01 00:00:00,0.35432073
1,2023-05-01 01:00:00,0.35432073
2,2023-05-01 02:00:00,0.4282121
3,2023-05-01 03:00:00,83.34591
4,2023-05-01 04:00:00,364.31717
5,2023-05-01 05:00:00,875.09125
6,2023-05-01 06:00:00,1812.3632
7,2023-05-01 07:00:00,2683.102
8,2023-05-01 08:00:00,2470.7092
9,2023-05-01 09:00:00,2716.432
10,2023-05-01 10:00:00,2875.5322
11,2023-05-01 11:00:00,2726.8877
12,2023-05-01 12:00:00,2623.6118
13,2023-05-01 13:00:00,2192.931
14,2023-05-01 14:00:00,2271.1973
15,2023-05-01 15:00:00,1626.4906
16,2023-05-01 16:00:00,1170.1326
17,2023-05-01 17:00:00,663.12415
18,2023-05-01 18:00:00,232.12299
19,2023-05-01 19:00:00,29.026093
20,2023-05-01 20:00:00,0.51997244
21,2023-05-01 21:00:00,0.27130538
22,2023-05-01 22:00:00,0.11045562
23,2023-05-01 23:00:00,0.46987632
24,2023-05-02 00:00:00,186.69905
25,2023-05-02 01:00:00,186.69905
26,2023-05-02 02:00:00,186.69905
27,2023-05-02 03:00:00,186.68927
28,2023-05-02 04:00:00,186.69905
29,2023-05-02 05:00:00,187.17995
30,2023-05-02 06:00:00,186.69905
31,2023-05-02 07:00:00,188.6808
32,2023-05-02 08:00:00,189.66644
33,2023-05-02 09:00:00,228.20215
34,2023-05-02 10:00:00,184.4964
35,2023-05-02 11:00:00,193.36272
36,2023-05-02 12:00:00,186.69905
37,2023-05-02 13:00:00,186.6829
38,2023-05-02 14:00:00,186.69905
39,2023-05-02 15:00:00,186.69905
40,2023-05-02 16:00:00,186.69905
41,2023-05-02 17:00:00,186.69905
42,2023-05-02 18:00:00,186.69905
43,2023-05-02 19:00:00,186.69905
44,2023-05-02 20:00:00,186.69905
45,2023-05-02 21:00:00,186.69905
46,2023-05-02 22:00:00,186.69905
47,2023-05-02 23:00:00,186.69905
48,2023-05-03 00:00:00,186.69905
49,2023-05-03 01:00:00,186.69905
50,2023-05-03 02:00:00,186.69905
51,2023-05-03 03:00:00,186.68927
52,2023-05-03 04:00:00,186.69905
53,2023-05-03 05:00:00,187.17995
54,2023-05-03 06:00:00,186.69905
55,2023-05-03 07:00:00,188.6808
56,2023-05-03 08:00:00,189.66644
57,2023-05-03 09:00:00,228.20215
58,2023-05-03 10:00:00,184.4964
59,2023-05-03 11:00:00,193.36272
60,2023-05-03 12:00:00,186.69905
61,2023-05-03 13:00:00,186.6829
62,2023-05-03 14:00:00,186.69905
63,2023-05-03 15:00:00,186.69905
64,2023-05-03 16:00:00,186.69905
65,2023-05-03 17:00:00,186.69905
66,2023-05-03 18:00:00,186.69905
67,2023-05-03 19:00:00,186.69905
68,2023-05-03 20:00:00,186.69905
69,2023-05-03 21:00:00,186.69905
70,2023-05-03 22:00:00,186.69905
71,2023-05-03 23:00:00,186.69905
72,2023-05-04 00:00:00,186.69905
73,2023-05-04 01:00:00,186.69905
74,2023-05-04 02:00:00,186.69905
75,2023-05-04 03:00:00,186.68927
76,2023-05-04 04:00:00,186.69905
77,2023-05-04 05:00:00,187.17995
78,2023-05-04 06:00:00,186.69905
79,2023-05-04 07:00:00,188.6808
80,2023-05-04 08:00:00,189.66644
81,2023-05-04 09:00:00,228.20215
82,2023-05-04 10:00:00,184.4964
83,2023-05-04 11:00:00,193.36272
84,2023-05-04 12:00:00,186.69905
85,2023-05-04 13:00:00,186.6829
86,2023-05-04 14:00:00,186.69905
87,2023-05-04 15:00:00,186.69905
88,2023-05-04 16:00:00,186.69905
89,2023-05-04 17:00:00,186.69905
90,2023-05-04 18:00:00,186.69905
91,2023-05-04 19:00:00,186.69905
92,2023-05-04 20:00:00,186.69905
93,2023-05-04 21:00:00,186.69905
94,2023-05-04 22:00:00,186.69905
95,2023-05-04 23:00:00,186.69905
96,2023-05-05 00:00:00,186.69905
97,2023-05-05 01:00:00,186.69905
98,2023-05-05 02:00:00,186.69905
99,2023-05-05 03:00:00,186.68927
100,2023-05-05 04:00:00,186.69905
101,2023-05-05 05:00:00,187.17995
102,2023-05-05 06:00:00,186.69905
103,2023-05-05 07:00:00,188.6808
104,2023-05-05 08:00:00,189.66644
105,2023-05-05 09:00:00,228.20215
106,2023-05-05 10:00:00,184.4964
107,2023-05-05 11:00:00,193.36272
108,2023-05-05 12:00:00,186.69905
109,2023-05-05 13:00:00,186.6829
110,2023-05-05 14:00:00,186.69905
111,2023-05-05 15:00:00,186.69905
112,2023-05-05 16:00:00,186.69905
113,2023-05-05 17:00:00,186.69905
114,2023-05-05 18:00:00,186.69905
115,2023-05-05 19:00:00,186.69905
116,2023-05-05 20:00:00,186.69905
117,2023-05-05 21:00:00,186.69905
118,2023-05-05 22:00:00,186.69905
119,2023-05-05 23:00:00,186.69905
120,2023-05-06 00:00:00,0.54403293
121,2023-05-06 01:00:00,0.55269134
122,2023-05-06 02:00:00,2.6376977
123,2023-05-06 03:00:00,155.85867
124,2023-05-06 04:00:00,742.6585
125,2023-05-06 05:00:00,1194.8701
126,2023-05-06 06:00:00,1836.751
127,2023-05-06 07:00:00,2062.0125
128,2023-05-06 08:00:00,3051.333
129,2023-05-06 09:00:00,3724.08
130,2023-05-06 10:00:00,3621.7778
131,2023-05-06 11:00:00,3115.0586
132,2023-05-06 12:00:00,3188.726
133,2023-05-06 13:00:00,2847.382
134,2023-05-06 14:00:00,2490.7192
135,2023-05-06 15:00:00,2148.4075
136,2023-05-06 16:00:00,1683.8925
137,2023-05-06 17:00:00,817.7991
138,2023-05-06 18:00:00,392.93945
139,2023-05-06 19:00:00,106.522415
140,2023-05-06 20:00:00,2.0977073
141,2023-05-06 21:00:00,1.826057
142,2023-05-06 22:00:00,18.125149
143,2023-05-06 23:00:00,3.253801
144,2023-05-07 00:00:00,186.69905
145,2023-05-07 01:00:00,186.69905
146,2023-05-07 02:00:00,186.69905
147,2023-05-07 03:00:00,186.68927
148,2023-05-07 04:00:00,186.69905
149,2023-05-07 05:00:00,187.17995
150,2023-05-07 06:00:00,186.69905
151,2023-05-07 07:00:00,188.6808
152,2023-05-07 08:00:00,189.66644
153,2023-05-07 09:00:00,228.20215
154,2023-05-07 10:00:00,184.4964
155,2023-05-07 11:00:00,193.36272
156,2023-05-07 12:00:00,186.69905
157,2023-05-07 13:00:00,186.6829
158,2023-05-07 14:00:00,186.69905
159,2023-05-07 15:00:00,186.69905
160,2023-05-07 16:00:00,186.69905
161,2023-05-07 17:00:00,186.69905
162,2023-05-07 18:00:00,186.69905
163,2023-05-07 19:00:00,186.69905
164,2023-05-07 20:00:00,186.69905
165,2023-05-07 21:00:00,186.69905
166,2023-05-07 22:00:00,186.69905
167,2023-05-07 23:00:00,186.69905
168,2023-05-08 00:00:00,186.69905
169,2023-05-08 01:00:00,186.69905
170,2023-05-08 02:00:00,186.69905
171,2023-05-08 03:00:00,186.68927
172,2023-05-08 04:00:00,186.69905
173,2023-05-08 05:00:00,187.17995
174,2023-05-08 06:00:00,186.69905
175,2023-05-08 07:00:00,188.6808
176,2023-05-08 08:00:00,189.66644
177,2023-05-08 09:00:00,228.20215
178,2023-05-08 10:00:00,184.4964
179,2023-05-08 11:00:00,193.36272
180,2023-05-08 12:00:00,186.69905
181,2023-05-08 13:00:00,186.6829
182,2023-05-08 14:00:00,186.69905
183,2023-05-08 15:00:00,186.69905
184,2023-05-08 16:00:00,186.69905
185,2023-05-08 17:00:00,186.69905
186,2023-05-08 18:00:00,186.69905
187,2023-05-08 19:00:00,186.69905
188,2023-05-08 20:00:00,186.69905
189,2023-05-08 21:00:00,186.69905
190,2023-05-08 22:00:00,186.69905
191,2023-05-08 23:00:00,186.69905
192,2023-05-09 00:00:00,186.69905
193,2023-05-09 01:00:00,186.69905
194,2023-05-09 02:00:00,186.69905
195,2023-05-09 03:00:00,186.68927
196,2023-05-09 04:00:00,186.69905
197,2023-05-09 05:00:00,187.17995
198,2023-05-09 06:00:00,186.69905
199,2023-05-09 07:00:00,188.6808
200,2023-05-09 08:00:00,189.66644
201,2023-05-09 09:00:00,228.20215
202,2023-05-09 10:00:00,184.4964
203,2023-05-09 11:00:00,193.36272
204,2023-05-09 12:00:00,186.69905
205,2023-05-09 13:00:00,186.6829
206,2023-05-09 14:00:00,186.69905
207,2023-05-09 15:00:00,186.69905
208,2023-05-09 16:00:00,186.69905
209,2023-05-09 17:00:00,186.69905
210,2023-05-09 18:00:00,186.69905
211,2023-05-09 19:00:00,186.69905
212,2023-05-09 20:00:00,186.69905
213,2023-05-09 21:00:00,186.69905
