,date_forecast,predicted
0,2023-05-01 00:00:00,0.024451489
1,2023-05-01 01:00:00,0.025022218
2,2023-05-01 02:00:00,0.024767103
3,2023-05-01 03:00:00,7.429741
4,2023-05-01 04:00:00,54.138123
5,2023-05-01 05:00:00,142.34888
6,2023-05-01 06:00:00,284.58685
7,2023-05-01 07:00:00,416.79025
8,2023-05-01 08:00:00,451.28165
9,2023-05-01 09:00:00,459.84134
10,2023-05-01 10:00:00,447.36606
11,2023-05-01 11:00:00,442.24344
12,2023-05-01 12:00:00,375.24603
13,2023-05-01 13:00:00,399.99066
14,2023-05-01 14:00:00,369.94794
15,2023-05-01 15:00:00,276.00143
16,2023-05-01 16:00:00,184.29927
17,2023-05-01 17:00:00,93.52985
18,2023-05-01 18:00:00,36.214214
19,2023-05-01 19:00:00,1.4598001
20,2023-05-01 20:00:00,0.06610364
21,2023-05-01 21:00:00,0.01770652
22,2023-05-01 22:00:00,0.0414653
23,2023-05-01 23:00:00,0.013287403
24,2023-05-02 00:00:00,80.06793
25,2023-05-02 01:00:00,80.61189
26,2023-05-02 02:00:00,80.18681
27,2023-05-02 03:00:00,81.19909
28,2023-05-02 04:00:00,80.70941
29,2023-05-02 05:00:00,80.65758
30,2023-05-02 06:00:00,81.18513
31,2023-05-02 07:00:00,81.31442
32,2023-05-02 08:00:00,81.422134
33,2023-05-02 09:00:00,81.12506
34,2023-05-02 10:00:00,80.60658
35,2023-05-02 11:00:00,81.50315
36,2023-05-02 12:00:00,80.50281
37,2023-05-02 13:00:00,80.559166
38,2023-05-02 14:00:00,80.54225
39,2023-05-02 15:00:00,83.367386
40,2023-05-02 16:00:00,80.66773
41,2023-05-02 17:00:00,82.03347
42,2023-05-02 18:00:00,80.75239
43,2023-05-02 19:00:00,80.65693
44,2023-05-02 20:00:00,80.954124
45,2023-05-02 21:00:00,80.638916
46,2023-05-02 22:00:00,81.780876
47,2023-05-02 23:00:00,80.66602
48,2023-05-03 00:00:00,80.06793
49,2023-05-03 01:00:00,80.61189
50,2023-05-03 02:00:00,80.18681
51,2023-05-03 03:00:00,81.19909
52,2023-05-03 04:00:00,80.70941
53,2023-05-03 05:00:00,80.65758
54,2023-05-03 06:00:00,81.18513
55,2023-05-03 07:00:00,81.31442
56,2023-05-03 08:00:00,81.422134
57,2023-05-03 09:00:00,81.12506
58,2023-05-03 10:00:00,80.60658
59,2023-05-03 11:00:00,81.50315
60,2023-05-03 12:00:00,80.50281
61,2023-05-03 13:00:00,80.559166
62,2023-05-03 14:00:00,80.54225
63,2023-05-03 15:00:00,83.367386
64,2023-05-03 16:00:00,80.66773
65,2023-05-03 17:00:00,82.03347
66,2023-05-03 18:00:00,80.75239
67,2023-05-03 19:00:00,80.65693
68,2023-05-03 20:00:00,80.954124
69,2023-05-03 21:00:00,80.638916
70,2023-05-03 22:00:00,81.780876
71,2023-05-03 23:00:00,80.66602
72,2023-05-04 00:00:00,80.06793
73,2023-05-04 01:00:00,80.61189
74,2023-05-04 02:00:00,80.18681
75,2023-05-04 03:00:00,81.19909
76,2023-05-04 04:00:00,80.70941
77,2023-05-04 05:00:00,80.65758
78,2023-05-04 06:00:00,81.18513
79,2023-05-04 07:00:00,81.31442
80,2023-05-04 08:00:00,81.422134
