,date_forecast,predicted
0,2023-05-01 00:00:00,1.10860564e-10
1,2023-05-01 01:00:00,1.8184336e-11
2,2023-05-01 02:00:00,2.2801355e-11
3,2023-05-01 03:00:00,7.5567875
4,2023-05-01 04:00:00,59.229797
5,2023-05-01 05:00:00,146.90141
6,2023-05-01 06:00:00,296.10895
7,2023-05-01 07:00:00,426.85007
8,2023-05-01 08:00:00,452.1564
9,2023-05-01 09:00:00,491.7138
10,2023-05-01 10:00:00,463.50412
11,2023-05-01 11:00:00,448.81055
12,2023-05-01 12:00:00,412.84055
13,2023-05-01 13:00:00,415.33795
14,2023-05-01 14:00:00,388.63443
15,2023-05-01 15:00:00,284.2885
16,2023-05-01 16:00:00,198.8532
17,2023-05-01 17:00:00,103.72228
18,2023-05-01 18:00:00,39.689064
19,2023-05-01 19:00:00,1.5796664
20,2023-05-01 20:00:00,1.6618352e-06
21,2023-05-01 21:00:00,3.752123e-11
22,2023-05-01 22:00:00,0.038447764
23,2023-05-01 23:00:00,1.7668293e-10
24,2023-05-02 00:00:00,5.3971047
25,2023-05-02 01:00:00,7.5525823
26,2023-05-02 02:00:00,5.464388
27,2023-05-02 03:00:00,5.7743735
28,2023-05-02 04:00:00,5.74794
29,2023-05-02 05:00:00,5.7815824
30,2023-05-02 06:00:00,5.7142987
31,2023-05-02 07:00:00,5.663836
32,2023-05-02 08:00:00,6.4207764
33,2023-05-02 09:00:00,5.9113436
34,2023-05-02 10:00:00,5.5893435
35,2023-05-02 11:00:00,5.5508957
36,2023-05-02 12:00:00,5.2961793
37,2023-05-02 13:00:00,5.469194
38,2023-05-02 14:00:00,5.3995075
39,2023-05-02 15:00:00,5.4499702
40,2023-05-02 16:00:00,5.445164
41,2023-05-02 17:00:00,7.3771644
42,2023-05-02 18:00:00,5.5965524
43,2023-05-02 19:00:00,5.411523
44,2023-05-02 20:00:00,5.52206
45,2023-05-02 21:00:00,5.3971047
46,2023-05-02 22:00:00,5.3826866
47,2023-05-02 23:00:00,5.380284
48,2023-05-03 00:00:00,5.3971047
49,2023-05-03 01:00:00,7.5525823
50,2023-05-03 02:00:00,5.464388
51,2023-05-03 03:00:00,5.7743735
52,2023-05-03 04:00:00,5.74794
53,2023-05-03 05:00:00,5.7815824
54,2023-05-03 06:00:00,5.7142987
55,2023-05-03 07:00:00,5.663836
56,2023-05-03 08:00:00,6.4207764
57,2023-05-03 09:00:00,5.9113436
58,2023-05-03 10:00:00,5.5893435
59,2023-05-03 11:00:00,5.5508957
60,2023-05-03 12:00:00,5.2961793
61,2023-05-03 13:00:00,5.469194
