,date_forecast,predicted
0,2023-05-01 00:00:00,-0.26028258
1,2023-05-01 01:00:00,-0.339229
2,2023-05-01 02:00:00,-0.40853608
3,2023-05-01 03:00:00,67.20308
4,2023-05-01 04:00:00,501.26166
5,2023-05-01 05:00:00,1354.5248
6,2023-05-01 06:00:00,2548.3608
7,2023-05-01 07:00:00,3427.5237
8,2023-05-01 08:00:00,3944.1685
9,2023-05-01 09:00:00,3735.3325
10,2023-05-01 10:00:00,4232.3193
11,2023-05-01 11:00:00,4289.687
12,2023-05-01 12:00:00,3036.661
13,2023-05-01 13:00:00,3584.4602
14,2023-05-01 14:00:00,3001.6978
15,2023-05-01 15:00:00,2203.4697
16,2023-05-01 16:00:00,1489.1257
17,2023-05-01 17:00:00,845.6126
18,2023-05-01 18:00:00,362.51572
19,2023-05-01 19:00:00,29.434214
20,2023-05-01 20:00:00,-0.36230108
21,2023-05-01 21:00:00,-0.45319366
22,2023-05-01 22:00:00,-0.5985394
23,2023-05-01 23:00:00,-0.46738753
24,2023-05-02 00:00:00,16.918283
25,2023-05-02 01:00:00,17.231571
26,2023-05-02 02:00:00,13.660977
27,2023-05-02 03:00:00,15.158583
28,2023-05-02 04:00:00,13.570467
29,2023-05-02 05:00:00,10.77115
30,2023-05-02 06:00:00,13.983333
31,2023-05-02 07:00:00,14.319218
32,2023-05-02 08:00:00,14.535602
33,2023-05-02 09:00:00,16.11114
34,2023-05-02 10:00:00,17.171286
35,2023-05-02 11:00:00,14.921179
36,2023-05-02 12:00:00,14.43647
37,2023-05-02 13:00:00,14.2001705
38,2023-05-02 14:00:00,13.603913
39,2023-05-02 15:00:00,14.234269
40,2023-05-02 16:00:00,13.15168
41,2023-05-02 17:00:00,12.5551815
42,2023-05-02 18:00:00,17.089499
43,2023-05-02 19:00:00,14.096109
44,2023-05-02 20:00:00,15.836277
45,2023-05-02 21:00:00,18.418886
46,2023-05-02 22:00:00,18.062662
47,2023-05-02 23:00:00,16.851843
48,2023-05-03 00:00:00,16.6586
49,2023-05-03 01:00:00,16.958782
50,2023-05-03 02:00:00,13.482471
51,2023-05-03 03:00:00,14.8857975
52,2023-05-03 04:00:00,13.371723
53,2023-05-03 05:00:00,10.640352
54,2023-05-03 06:00:00,13.806369
55,2023-05-03 07:00:00,14.140822
56,2023-05-03 08:00:00,14.357098
57,2023-05-03 09:00:00,15.909023
58,2023-05-03 10:00:00,17.041834
59,2023-05-03 11:00:00,14.781574
60,2023-05-03 12:00:00,14.258084
61,2023-05-03 13:00:00,14.021785
62,2023-05-03 14:00:00,13.454757
63,2023-05-03 15:00:00,14.089113
64,2023-05-03 16:00:00,13.027451
65,2023-05-03 17:00:00,12.463665
66,2023-05-03 18:00:00,16.867167
67,2023-05-03 19:00:00,13.9521475
68,2023-05-03 20:00:00,15.56349
69,2023-05-03 21:00:00,18.159206
70,2023-05-03 22:00:00,17.79826
71,2023-05-03 23:00:00,16.640013
72,2023-05-04 00:00:00,16.398922
73,2023-05-04 01:00:00,16.686527
74,2023-05-04 02:00:00,13.303966
75,2023-05-04 03:00:00,14.613567
76,2023-05-04 04:00:00,13.184788
77,2023-05-04 05:00:00,10.509553
78,2023-05-04 06:00:00,13.619497
79,2023-05-04 07:00:00,13.962421
80,2023-05-04 08:00:00,14.178595
81,2023-05-04 09:00:00,15.771381
82,2023-05-04 10:00:00,16.902243
83,2023-05-04 11:00:00,14.641983
84,2023-05-04 12:00:00,14.0796995
85,2023-05-04 13:00:00,13.843398
86,2023-05-04 14:00:00,13.305606
87,2023-05-04 15:00:00,13.930775
88,2023-05-04 16:00:00,12.903213
89,2023-05-04 17:00:00,12.381141
90,2023-05-04 18:00:00,16.6801
91,2023-05-04 19:00:00,13.81673
92,2023-05-04 20:00:00,15.35021
93,2023-05-04 21:00:00,17.899525
94,2023-05-04 22:00:00,17.534206
95,2023-05-04 23:00:00,16.428171
96,2023-05-05 00:00:00,16.132734
97,2023-05-05 01:00:00,16.422485
98,2023-05-05 02:00:00,13.125461
99,2023-05-05 03:00:00,14.349516
100,2023-05-05 04:00:00,13.071463
101,2023-05-05 05:00:00,10.378753
102,2023-05-05 06:00:00,13.432555
103,2023-05-05 07:00:00,13.787868
104,2023-05-05 08:00:00,14.026008
105,2023-05-05 09:00:00,15.631781
106,2023-05-05 10:00:00,16.762638
