id,prediction
0,0.0495758818051557
1,0.0989228316396798
2,1.655055147519532
3,47.32740544866535
4,332.1993213711726
5,819.9193421862578
6,1491.9322402217874
7,2618.9434767164494
8,2979.7932223533544
9,2960.4647897403875
10,2694.216666814852
11,2883.2523588160284
12,2665.0956635353577
13,2140.0048515537173
14,2369.229226584057
15,1736.2503327909396
16,1154.7637454239143
17,529.1676130279914
18,211.29813074784005
19,9.848188164478884
20,0.0
21,0.0
22,0.0895721990253756
23,0.0
24,2.959514405263144
25,7.672307023074451
26,43.91859025414273
27,186.4441300622512
28,672.2658489836057
29,1758.4942808450637
30,2218.291224830481
31,2897.5305517090246
32,3796.073632119588
33,4191.682606608776
34,4238.7875783819545
35,3966.834043196956
36,3759.5641879193263
37,2988.4389916066784
38,2990.9151343751814
39,2735.787810113482
40,1682.1762105092434
41,840.0592541575179
42,244.2265868903584
43,166.4146546616403
44,0.0
45,5.482244391383889
46,1.5390266456690471
47,0.000940156973181
48,0.0
49,0.0
50,43.169407459680805
51,200.9436525768292
52,650.7289616973459
53,1842.797450405932
54,3018.2415596509213
55,3736.610017768538
56,4432.540912056008
57,4761.389885225496
58,4809.644295003534
59,4684.116289216771
60,3482.093491376469
61,3481.470520087796
62,3115.570251160451
63,2225.222298490273
64,1142.4963051221428
65,770.4684594227093
66,383.9151319941167
67,179.23975434190564
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.9601261008336028
74,10.450538229230093
75,106.97761887201035
76,390.00201987048047
77,1253.324516756133
78,2378.8990677876645
79,3687.481697063928
80,4242.992626036902
81,3195.938772352752
82,3033.3463364999343
83,3556.0230866209577
84,3696.616451048228
85,2904.5826758474527
86,2773.9995183641863
87,2908.553017295564
88,2121.0771659046645
89,766.0563515582991
90,246.34423168178088
91,112.69650589092396
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,20.87319894506108
98,38.691892733018605
99,318.72986694547234
100,582.1243226994978
101,1094.3875579991768
102,2676.029365990244
103,3330.2696994605485
104,4434.34814636879
105,4412.653760810377
106,4568.734248146739
107,4509.055225947169
108,4387.774227884485
109,3813.3669660451255
110,3488.9745628116107
111,3010.4195376094685
112,1658.4024524215731
113,1206.08093485531
114,488.266729109047
115,160.43607446622008
116,0.0583939892198852
117,0.0
118,0.0
119,0.0
120,0.0
121,7.1784704661253045
122,68.19960659310199
123,236.4309903278144
124,723.4190194759725
125,1819.6668325348016
126,2980.643028378733
127,3389.03981721573
128,4149.91785456067
129,3819.52487380776
130,3831.277059922079
131,3159.008506283348
132,2864.2025875870263
133,2877.69228051111
134,2683.5041302136897
135,2810.7374389652887
136,1767.6114311848596
137,849.9162838764512
138,448.837125945911
139,196.29698444176944
140,13.355318712669348
141,11.582491679159494
142,0.0
143,0.0
144,1.9480294141322456
145,11.914319885275566
146,75.73141061145897
147,303.0541698234943
148,720.0667937167907
149,1897.2008807333625
150,3055.281959987341
151,3859.30683575958
152,4549.969032329239
153,4561.637235942255
154,4287.87801636272
155,4174.653910817966
156,3440.457608202968
157,3297.1252137379506
158,2853.298020431072
159,2622.6826014536314
160,1544.801448912487
161,883.8420377211156
162,449.7768957947559
163,180.24066192250604
164,1.8770098211208115
165,0.4252928714390473
166,0.0
167,0.0
168,0.0
169,0.0
170,19.465467809279684
171,95.6729742528042
172,148.05560471573503
173,250.1388539287876
174,360.94353799183847
175,417.1756993509884
176,652.5228918225408
177,733.6972556734715
178,835.9498527661004
179,1310.133500510505
180,1509.75432312895
181,2180.253375671315
182,2107.69298176687
183,1879.128755892287
184,1292.0117706421845
185,550.3065427968814
186,257.1814026505808
187,116.86509632112389
188,5.368384820757147
189,4.466737011672958
190,0.0
191,0.0
192,1.0665328809307923
193,4.674534900005664
194,57.74896356397954
195,197.2187106821624
196,329.5957322662926
197,624.5157749918304
198,1062.3523167747117
199,1920.5524875423723
200,2294.607529728842
201,1490.121581059542
202,2210.782433406825
203,2278.657451521737
204,2017.3113316375527
205,2338.392580177614
206,2080.739658641903
207,1837.2998234284944
208,760.0423689235434
209,273.668242485525
210,238.19083755849323
211,68.0012652073363
212,10.918818832432184
213,3.1781655367837662
214,4.143851924028808
215,4.308837116387321
216,0.3773063887455197
217,0.0
218,20.16717839642897
219,109.75424143061996
220,194.9743342038772
221,253.65822917333648
222,478.2735310078746
223,929.5559085824032
224,1663.2197482030333
225,2269.7585093940343
226,1768.3188912660191
227,1602.7353980095745
228,1077.8397031128322
229,889.2207402785843
230,807.2322568708034
231,811.4641598258422
232,667.8485644276489
233,267.7963512870873
234,167.84772323710328
235,83.25923433156811
236,0.0
237,0.0
238,3.788003253802512
239,0.0
240,0.7245883361044642
241,0.0
242,36.819284450451576
243,119.27739999962978
244,243.83457852035667
245,649.7026855382171
246,1024.547055417847
247,1906.2537633293207
248,1777.8480355325423
249,1900.1368912544813
250,1514.260494966871
251,1851.4269757829288
252,1847.680299154152
253,2308.651387873161
254,1862.903917320496
255,1556.9285370550676
256,1364.1670910651396
257,664.8782333379672
258,502.2484268043926
259,211.98730207302424
260,34.99211558534238
261,14.013406473493715
262,2.143269467576273
263,0.0
264,0.0
265,0.0
266,49.51189355454064
267,140.69882409819886
268,311.5881349165141
269,683.0876828836525
270,867.1451966987025
271,1077.3718213458587
272,1379.7912342849474
273,1585.9791276995109
274,1752.0403753365756
275,1217.8829977993714
276,1382.601841543813
277,1147.85176756797
278,1255.2027909949688
279,1140.744066395395
280,726.6664424985315
281,372.4305979995845
282,139.8575630158021
283,50.18089505748954
284,0.0
285,0.0
286,11.430539012807785
287,0.0
288,0.0971001495536828
289,0.0
290,43.1499751568344
291,151.2641901009669
292,271.4629852435537
293,629.0675533575387
294,790.4247872794112
295,1514.1358899800816
296,1545.7734160173377
297,1702.7243651781498
298,1881.601770688525
299,1831.1523336870373
300,2079.826446104602
301,1838.944080058636
302,1746.175433582182
303,1540.018630908766
304,931.2068064649404
305,656.7467789507077
306,349.8849864140296
307,177.47321943216673
308,46.34774711125459
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,36.09216584731956
315,152.95800968033822
316,415.32477076518126
317,706.0521419802257
318,889.251366831188
319,1449.326003168082
320,2123.761332166004
321,2342.506365657919
322,2637.5061980086552
323,2404.499379718586
324,2392.6166286750126
325,1645.8824893628828
326,1065.9274896911584
327,684.645160021094
328,752.9368712948046
329,423.815959593518
330,164.04912265480917
331,70.3753337381088
332,16.117763432629943
333,0.0
334,0.0
335,0.3803928427187115
336,0.0
337,0.0
338,18.942217516093123
339,101.29161137606478
340,188.2161327321213
341,521.6671215246225
342,744.8389299922258
343,853.2662684455634
344,1060.9649133814855
345,1376.305801550163
346,1503.285795490675
347,1650.2822248729997
348,1590.766682856977
349,1296.9776234220906
350,1556.18238439591
351,1340.6259020219263
352,780.113063090771
353,451.0093664461165
354,173.4937198517568
355,118.60231614407024
356,2.08811715886631
357,0.0
358,0.0
359,0.0
360,0.0
361,0.0
362,26.51726539056868
363,122.28454749470733
364,273.95263201989
365,574.6364466760317
366,672.3915998206703
367,968.2503266718908
368,1492.2868224791189
369,1724.263235244257
370,1976.7564200855927
371,1741.4661226379487
372,2343.20336887744
373,1821.097924272146
374,1305.49786493276
375,1081.6923210843174
376,672.7897954096096
377,619.9146315783812
378,218.1405971982504
379,95.42518030149672
380,27.085696644908268
381,1.1255278790814076
382,0.0
383,0.4034421648448041
384,0.0
385,0.0
386,24.24947712808906
387,127.48049848450154
388,295.2452322611252
389,509.30464925138193
390,548.0159133599342
391,700.3893386981446
392,944.8027302043988
393,1169.9722284265542
394,1377.029961863588
395,1488.380240990024
396,1809.119904574936
397,1799.927573131759
398,1702.1415230629066
399,1038.704639024547
400,748.1567983842754
401,649.7812526414081
402,452.6019477296688
403,167.27282497456068
404,57.26744372712633
405,0.0
406,0.0
407,0.0
408,0.0
409,10.366230793631804
410,97.07051102685423
411,252.4799833422546
412,961.4067085396885
413,1999.359664411988
414,3073.286561728725
415,3906.734141272892
416,4732.467111962415
417,4790.615272829139
418,4762.2603777029735
419,4066.725578327808
420,4511.679821349273
421,4072.125629749749
422,3503.924734324277
423,3069.3434193668104
424,2193.1959765813167
425,1151.1638149983082
426,537.9975543615058
427,307.4351248500612
428,134.96079115945702
429,10.12039386268484
430,7.806428769734954
431,0.0
432,17.487368851059305
433,34.04440991215369
434,173.53634743685478
435,323.68025479051425
436,824.9314097351461
437,1751.065059000603
438,2180.960745942618
439,2881.171581477954
440,3924.372645023372
441,4162.587444429009
442,4028.5298527052696
443,3339.904787128768
444,1624.4974085735976
445,1079.7211146312743
446,1235.1781035925158
447,1038.8299292199697
448,1048.7201030020087
449,383.2583085747949
450,126.78535238618916
451,106.8343925374635
452,10.059405897760843
453,2.800724718662052
454,0.0
455,0.0
456,2.2887014523558973
457,7.79346467167081
458,47.60160459226632
459,209.21491046407533
460,410.3347622085124
461,675.6136140360628
462,1952.4302867628085
463,3200.042202684286
464,3765.201835738876
465,4095.8343215057375
466,3851.486569841461
467,3983.387016015308
468,3996.39921316832
469,3997.2521078297705
