,date_forecast,predicted
0,2023-05-01 00:00:00,0.018682117
1,2023-05-01 01:00:00,0.018683504
2,2023-05-01 02:00:00,0.018688152
3,2023-05-01 03:00:00,7.966803
4,2023-05-01 04:00:00,58.8867
5,2023-05-01 05:00:00,143.88333
6,2023-05-01 06:00:00,293.05554
7,2023-05-01 07:00:00,418.8717
8,2023-05-01 08:00:00,451.64072
9,2023-05-01 09:00:00,492.43326
10,2023-05-01 10:00:00,460.23428
11,2023-05-01 11:00:00,444.78055
12,2023-05-01 12:00:00,413.77338
13,2023-05-01 13:00:00,405.84286
14,2023-05-01 14:00:00,377.36935
15,2023-05-01 15:00:00,277.19727
16,2023-05-01 16:00:00,193.15948
17,2023-05-01 17:00:00,100.14978
18,2023-05-01 18:00:00,39.582157
19,2023-05-01 19:00:00,1.6239793
20,2023-05-01 20:00:00,0.02437131
21,2023-05-01 21:00:00,0.01320722
22,2023-05-01 22:00:00,-0.0010655846
23,2023-05-01 23:00:00,0.0014665053
24,2023-05-02 00:00:00,7.582023
25,2023-05-02 01:00:00,9.742716
26,2023-05-02 02:00:00,7.5436087
27,2023-05-02 03:00:00,7.961341
28,2023-05-02 04:00:00,7.9325867
29,2023-05-02 05:00:00,7.740371
30,2023-05-02 06:00:00,7.9910955
31,2023-05-02 07:00:00,7.9204187
32,2023-05-02 08:00:00,8.621557
33,2023-05-02 09:00:00,8.026085
34,2023-05-02 10:00:00,7.695453
35,2023-05-02 11:00:00,8.226349
36,2023-05-02 12:00:00,7.67528
37,2023-05-02 13:00:00,7.529885
38,2023-05-02 14:00:00,7.2898846
39,2023-05-02 15:00:00,7.5612187
40,2023-05-02 16:00:00,7.6396427
41,2023-05-02 17:00:00,9.315388
42,2023-05-02 18:00:00,7.8172946
43,2023-05-02 19:00:00,7.598826
44,2023-05-02 20:00:00,7.6155553
45,2023-05-02 21:00:00,7.5820227
46,2023-05-02 22:00:00,7.6515794
47,2023-05-02 23:00:00,7.6612115
48,2023-05-03 00:00:00,7.582023
49,2023-05-03 01:00:00,9.742716
50,2023-05-03 02:00:00,7.5436087
51,2023-05-03 03:00:00,7.961341
52,2023-05-03 04:00:00,7.9325867
53,2023-05-03 05:00:00,7.740371
54,2023-05-03 06:00:00,7.9910955
55,2023-05-03 07:00:00,7.9204187
56,2023-05-03 08:00:00,8.621557
57,2023-05-03 09:00:00,8.026085
58,2023-05-03 10:00:00,7.695453
59,2023-05-03 11:00:00,8.226349
60,2023-05-03 12:00:00,7.67528
61,2023-05-03 13:00:00,7.529885
62,2023-05-03 14:00:00,7.2898846
63,2023-05-03 15:00:00,7.5612187
64,2023-05-03 16:00:00,7.6396427
65,2023-05-03 17:00:00,9.315388
66,2023-05-03 18:00:00,7.8172946
67,2023-05-03 19:00:00,7.598826
68,2023-05-03 20:00:00,7.6155553
69,2023-05-03 21:00:00,7.5820227
70,2023-05-03 22:00:00,7.6515794
71,2023-05-03 23:00:00,7.6612115
72,2023-05-04 00:00:00,7.582023
73,2023-05-04 01:00:00,9.742716
